Array length,Registers,Run,Tasks,Time,Percent error
30,14,4,4,11.3758239746094,0.646681
30,14,4,5,11.9539911746979,0.646681
30,14,4,6,10.2213909626007,0.646681
30,14,4,7,9.07479906082153,0.646681
30,14,4,8,8.08116912841797,0.646681
26,14,5,1,2.53384804725647,0.278581
26,14,5,2,1.71746301651001,0.278581
26,14,5,3,0.927048206329346,0.278581
26,14,5,4,0.717839956283569,0.278581
26,14,5,5,0.709851026535034,0.278581
26,14,5,6,0.610909938812256,0.278581
26,14,5,7,0.561537027359009,0.278581
26,14,5,8,0.508998155593872,0.278581
27,14,5,1,5.06366205215454,0.453553
27,14,5,2,3.34848499298096,0.453553
27,14,5,3,1.84995818138123,0.453553
27,14,5,4,1.44060802459717,0.453553
27,14,5,5,1.48592281341553,0.453553
27,14,5,6,1.2585141658783,0.453553
27,14,5,7,1.11027216911316,0.453553
27,14,5,8,1.01286506652832,0.453553
28,14,5,1,10.2122700214386,1.591019
28,14,5,2,6.87670087814331,1.591019
28,14,5,3,3.72404909133911,1.591019
28,14,5,4,2.89092206954956,1.591019
28,14,5,5,2.82842016220093,1.591019
28,14,5,6,2.49903178215027,1.591019
28,14,5,7,2.25749778747559,1.591019
28,14,5,8,2.05479097366333,1.591019
29,14,5,1,20.381872177124,0.534132
29,14,5,2,13.7074210643768,0.534132
29,14,5,3,7.38374304771423,0.534132
29,14,5,4,5.77087306976318,0.534132
29,14,5,5,5.68586206436157,0.534132
29,14,5,6,5.08153820037842,0.534132
29,14,5,7,4.3818531036377,0.534132
29,14,5,8,4.04294109344482,0.534132
30,14,5,1,40.4095451831818,0.646681
30,14,5,2,27.3987748622894,0.646681
30,14,5,3,14.7994530200958,0.646681
30,14,5,4,11.4597389698029,0.646681
30,14,5,5,11.8576440811157,0.646681
30,14,5,6,9.88915300369263,0.646681
30,14,5,7,9.06679391860962,0.646681
30,14,5,8,8.02450513839722,0.646681
26,14,6,1,2.56946301460266,0.278581
26,14,6,2,1.68562006950378,0.278581
26,14,6,3,0.950602054595947,0.278581
26,14,6,4,0.725088834762573,0.278581
26,14,6,5,0.729974031448364,0.278581
26,14,6,6,0.609055995941162,0.278581
26,14,6,7,0.571573972702026,0.278581
26,14,6,8,0.505877017974854,0.278581
27,14,6,1,5.06484603881836,0.453553
27,14,6,2,3.43872404098511,0.453553
27,14,6,3,1.8686580657959,0.453553
27,14,6,4,1.44315195083618,0.453553
27,14,6,5,1.4746778011322,0.453553
27,14,6,6,1.26531720161438,0.453553
27,14,6,7,1.11061000823975,0.453553
27,14,6,8,1.00988793373108,0.453553
28,14,6,1,10.2780458927155,1.591019
28,14,6,2,6.87109804153442,1.591019
28,14,6,3,3.66339993476868,1.591019
28,14,6,4,2.88573884963989,1.591019
28,14,6,5,2.7698290348053,1.591019
28,14,6,6,2.49586200714111,1.591019
28,14,6,7,2.24949407577515,1.591019
28,14,6,8,2.05534100532532,1.591019
29,14,6,1,20.2657418251038,0.534132
29,14,6,2,13.5756089687347,0.534132
29,14,6,3,7.30992293357849,0.534132
29,14,6,4,5.80869078636169,0.534132
29,14,6,5,5.74021506309509,0.534132
29,14,6,6,5.08111095428467,0.534132
29,14,6,7,4.49335694313049,0.534132
29,14,6,8,4.04314088821411,0.534132
30,14,6,1,40.63303399086,0.646681
30,14,6,2,27.5571317672729,0.646681
30,14,6,3,14.7630970478058,0.646681
30,14,6,4,11.4062340259552,0.646681
30,14,6,5,11.788192987442,0.646681
30,14,6,6,10.1801719665527,0.646681
30,14,6,7,9.07816815376282,0.646681
30,14,6,8,8.07156491279602,0.646681
26,14,7,1,2.54957294464111,0.278581
26,14,7,2,1.68222594261169,0.278581
26,14,7,3,0.97459602355957,0.278581
26,14,7,4,0.729704141616821,0.278581
26,14,7,5,0.714959144592285,0.278581
26,14,7,6,0.609458923339844,0.278581
26,14,7,7,0.573441028594971,0.278581
26,14,7,8,0.505880117416382,0.278581
27,14,7,1,5.05285000801086,0.453553
27,14,7,2,3.43097305297852,0.453553
27,14,7,3,1.82583093643188,0.453553
27,14,7,4,1.45674705505371,0.453553
27,14,7,5,1.47676110267639,0.453553
27,14,7,6,1.26913905143738,0.453553
27,14,7,7,1.11214995384216,0.453553
27,14,7,8,1.01442909240723,0.453553
28,14,7,1,10.1795768737793,1.591019
28,14,7,2,6.80603289604187,1.591019
28,14,7,3,3.67275619506836,1.591019
28,14,7,4,2.88743281364441,1.591019
28,14,7,5,2.76676487922668,1.591019
28,14,7,6,2.4590470790863,1.591019
28,14,7,7,2.25895500183105,1.591019
28,14,7,8,2.05136299133301,1.591019
29,14,7,1,20.3829050064087,0.534132
29,14,7,2,13.7556109428406,0.534132
29,14,7,3,7.3184220790863,0.534132
29,14,7,4,5.77065205574036,0.534132
29,14,7,5,5.71218585968018,0.534132
29,14,7,6,5.0922110080719,0.534132
29,14,7,7,4.42877912521362,0.534132
29,14,7,8,4.0458300113678,0.534132
30,14,7,1,40.4634370803833,0.646681
30,14,7,2,27.5274291038513,0.646681
30,14,7,3,14.9511759281158,0.646681
30,14,7,4,11.7315380573273,0.646681
30,14,7,5,11.2372858524323,0.646681
30,14,7,6,9.94655990600586,0.646681
30,14,7,7,9.07762098312378,0.646681
30,14,7,8,8.03527593612671,0.646681
26,14,8,1,2.58457589149475,0.278581
26,14,8,2,1.71732401847839,0.278581
26,14,8,3,0.931514978408813,0.278581
26,14,8,4,0.727369070053101,0.278581
26,14,8,5,0.70933198928833,0.278581
26,14,8,6,0.614820003509521,0.278581
26,14,8,7,0.5694580078125,0.278581
26,14,8,8,0.506577014923096,0.278581
27,14,8,1,5.08162307739258,0.453553
27,14,8,2,3.33893394470215,0.453553
27,14,8,3,1.82999205589294,0.453553
27,14,8,4,1.44639301300049,0.453553
27,14,8,5,1.48148894309998,0.453553
27,14,8,6,1.27527618408203,0.453553
27,14,8,7,1.13253593444824,0.453553
27,14,8,8,1.01857590675354,0.453553
28,14,8,1,10.2169010639191,1.591019
28,14,8,2,6.74980902671814,1.591019
28,14,8,3,3.7189040184021,1.591019
28,14,8,4,2.89219999313354,1.591019
28,14,8,5,2.83005094528198,1.591019
28,14,8,6,2.52317786216736,1.591019
28,14,8,7,2.24607300758362,1.591019
28,14,8,8,2.0578179359436,1.591019
29,14,8,1,20.3170261383057,0.534132
29,14,8,2,13.7414331436157,0.534132
29,14,8,3,7.36116003990173,0.534132
29,14,8,4,5.79671812057495,0.534132
29,14,8,5,5.67833089828491,0.534132
29,14,8,6,5.09345102310181,0.534132
29,14,8,7,4.43565797805786,0.534132
29,14,8,8,4.04525709152222,0.534132
30,14,8,1,40.408139705658,0.646681
30,14,8,2,27.5761058330536,0.646681
30,14,8,3,14.7174708843231,0.646681
30,14,8,4,11.4283318519592,0.646681
30,14,8,5,11.0195519924164,0.646681
30,14,8,6,10.1105608940125,0.646681
30,14,8,7,9.0810329914093,0.646681
30,14,8,8,8.02175998687744,0.646681
26,14,9,1,2.53589105606079,0.278581
26,14,9,2,1.71254801750183,0.278581
26,14,9,3,0.938709020614624,0.278581
26,14,9,4,0.726078987121582,0.278581
26,14,9,5,0.713849782943726,0.278581
26,14,9,6,0.607938051223755,0.278581
26,14,9,7,0.565932989120483,0.278581
26,14,9,8,0.509676218032837,0.278581
27,14,9,1,5.14425086975098,0.453553
27,14,9,2,3.43120718002319,0.453553
27,14,9,3,1.84553599357605,0.453553
27,14,9,4,1.45390200614929,0.453553
27,14,9,5,1.47457098960876,0.453553
27,14,9,6,1.2590389251709,0.453553
27,14,9,7,1.11632990837097,0.453553
27,14,9,8,1.01548004150391,0.453553
28,14,9,1,10.1154799461365,1.591019
28,14,9,2,6.81118583679199,1.591019
28,14,9,3,3.66122508049011,1.591019
28,14,9,4,2.88766598701477,1.591019
28,14,9,5,2.82766199111938,1.591019
28,14,9,6,2.53143501281738,1.591019
28,14,9,7,2.25265192985535,1.591019
28,14,9,8,2.05605411529541,1.591019
29,14,9,1,20.3050699234009,0.534132
29,14,9,2,13.7610731124878,0.534132
29,14,9,3,7.35308289527893,0.534132
29,14,9,4,5.7740170955658,0.534132
29,14,9,5,5.61795687675476,0.534132
29,14,9,6,5.09453797340393,0.534132
29,14,9,7,4.51821899414062,0.534132
29,14,9,8,4.0630419254303,0.534132
30,14,9,1,40.4969999790192,0.646681
30,14,9,2,27.2783639431,0.646681
30,14,9,3,14.9458479881287,0.646681
30,14,9,4,11.4037461280823,0.646681
30,14,9,5,11.2416689395905,0.646681
30,14,9,6,10.0641679763794,0.646681
30,14,9,7,9.06173586845398,0.646681
30,14,9,8,8.03132700920105,0.646681
26,14,10,1,2.51969909667969,0.278581
26,14,10,2,1.71897482872009,0.278581
26,14,10,3,0.936985015869141,0.278581
26,14,10,4,0.72621488571167,0.278581
26,14,10,5,0.711009979248047,0.278581
26,14,10,6,0.609959840774536,0.278581
26,14,10,7,0.571192026138306,0.278581
26,14,10,8,0.50518798828125,0.278581
27,14,10,1,5.15070199966431,0.453553
27,14,10,2,3.3450391292572,0.453553
27,14,10,3,1.81866097450256,0.453553
27,14,10,4,1.46918678283691,0.453553
27,14,10,5,1.45305705070496,0.453553
27,14,10,6,1.24602103233337,0.453553
27,14,10,7,1.11864900588989,0.453553
27,14,10,8,1.01744604110718,0.453553
28,14,10,1,10.1798779964447,1.591019
28,14,10,2,6.85226798057556,1.591019
28,14,10,3,3.66697716712952,1.591019
28,14,10,4,2.87323808670044,1.591019
28,14,10,5,2.82034516334534,1.591019
28,14,10,6,2.54773187637329,1.591019
28,14,10,7,2.25366115570068,1.591019
28,14,10,8,2.05962705612183,1.591019
29,14,10,1,20.3994519710541,0.534132
29,14,10,2,13.7543580532074,0.534132
29,14,10,3,7.3076639175415,0.534132
29,14,10,4,5.85767292976379,0.534132
29,14,10,5,5.97414183616638,0.534132
29,14,10,6,5.0992579460144,0.534132
29,14,10,7,4.55057406425476,0.534132
29,14,10,8,4.0479941368103,0.534132
30,14,10,1,40.6041250228882,0.646681
30,14,10,2,27.558363199234,0.646681
30,14,10,3,14.8913397789001,0.646681
30,14,10,4,11.3791999816895,0.646681
30,14,10,5,11.2181160449982,0.646681
30,14,10,6,10.0813312530518,0.646681
30,14,10,7,9.04609417915344,0.646681
30,14,10,8,8.01253700256348,0.646681
26,14,11,1,2.57851195335388,0.278581
26,14,11,2,1.71992111206055,0.278581
26,14,11,3,0.928919076919556,0.278581
26,14,11,4,0.72786283493042,0.278581
26,14,11,5,0.725656032562256,0.278581
26,14,11,6,0.610131978988647,0.278581
26,14,11,7,0.568015098571777,0.278581
26,14,11,8,0.505100011825562,0.278581
27,14,11,1,5.03844404220581,0.453553
27,14,11,2,3.35420298576355,0.453553
27,14,11,3,1.81980299949646,0.453553
27,14,11,4,1.44946503639221,0.453553
27,14,11,5,1.46472001075745,0.453553
27,14,11,6,1.24835705757141,0.453553
27,14,11,7,1.11773705482483,0.453553
27,14,11,8,1.01228594779968,0.453553
28,14,11,1,10.1079170703888,1.591019
28,14,11,2,6.75193190574646,1.591019
28,14,11,3,3.66281509399414,1.591019
28,14,11,4,2.88435816764832,1.591019
28,14,11,5,2.80118608474731,1.591019
28,14,11,6,2.51756691932678,1.591019
28,14,11,7,2.2517569065094,1.591019
28,14,11,8,2.05834603309631,1.591019
29,14,11,1,20.25705909729,0.534132
29,14,11,2,13.6034471988678,0.534132
29,14,11,3,7.31146097183228,0.534132
29,14,11,4,5.79116606712341,0.534132
29,14,11,5,5.98443198204041,0.534132
29,14,11,6,5.09529304504395,0.534132
29,14,11,7,4.56725311279297,0.534132
29,14,11,8,4.03977513313293,0.534132
30,14,11,1,40.4290509223938,0.646681
30,14,11,2,27.4577100276947,0.646681
30,14,11,3,14.9573979377747,0.646681
30,14,11,4,11.4466497898102,0.646681
30,14,11,5,11.0148918628693,0.646681
30,14,11,6,10.1094870567322,0.646681
30,14,11,7,9.00424289703369,0.646681
30,14,11,8,8.02635097503662,0.646681
26,14,12,1,2.52664995193481,0.278581
26,14,12,2,1.69666886329651,0.278581
26,14,12,3,0.943465948104858,0.278581
26,14,12,4,0.723433971405029,0.278581
26,14,12,5,0.711461067199707,0.278581
26,14,12,6,0.617228031158447,0.278581
26,14,12,7,0.573204040527344,0.278581
26,14,12,8,0.507416963577271,0.278581
27,14,12,1,5.04484009742737,0.453553
27,14,12,2,3.34535694122314,0.453553
27,14,12,3,1.81041407585144,0.453553
27,14,12,4,1.44463109970093,0.453553
27,14,12,5,1.46189785003662,0.453553
27,14,12,6,1.25340104103088,0.453553
27,14,12,7,1.11733388900757,0.453553
27,14,12,8,1.01597094535828,0.453553
28,14,12,1,10.2479679584503,1.591019
28,14,12,2,6.81110310554504,1.591019
28,14,12,3,3.65220189094543,1.591019
28,14,12,4,2.88813304901123,1.591019
28,14,12,5,2.79031300544739,1.591019
28,14,12,6,2.52214407920837,1.591019
28,14,12,7,2.25311517715454,1.591019
28,14,12,8,2.05889391899109,1.591019
29,14,12,1,20.222601890564,0.534132
29,14,12,2,13.5508019924164,0.534132
29,14,12,3,7.3256299495697,0.534132
29,14,12,4,5.80384206771851,0.534132
29,14,12,5,5.9125669002533,0.534132
29,14,12,6,5.05558085441589,0.534132
29,14,12,7,4.49475812911987,0.534132
29,14,12,8,4.05417490005493,0.534132
30,14,12,1,40.4313168525696,0.646681
30,14,12,2,27.428582906723,0.646681
30,14,12,3,14.7622029781342,0.646681
30,14,12,4,11.3976237773895,0.646681
30,14,12,5,11.8926630020142,0.646681
30,14,12,6,10.1038501262665,0.646681
30,14,12,7,9.00154685974121,0.646681
30,14,12,8,8.06130623817444,0.646681
26,14,13,1,2.54314708709717,0.278581
26,14,13,2,1.72375011444092,0.278581
26,14,13,3,0.936604976654053,0.278581
26,14,13,4,0.728482007980347,0.278581
26,14,13,5,0.732558965682983,0.278581
26,14,13,6,0.612884998321533,0.278581
26,14,13,7,0.574093103408813,0.278581
26,14,13,8,0.507390022277832,0.278581
27,14,13,1,5.08084201812744,0.453553
27,14,13,2,3.3581600189209,0.453553
27,14,13,3,1.82383108139038,0.453553
27,14,13,4,1.43707203865051,0.453553
27,14,13,5,1.47194194793701,0.453553
27,14,13,6,1.26545000076294,0.453553
27,14,13,7,1.11966109275818,0.453553
27,14,13,8,1.01791501045227,0.453553
28,14,13,1,10.1745622158051,1.591019
28,14,13,2,6.78914403915405,1.591019
28,14,13,3,3.68403601646423,1.591019
28,14,13,4,2.90872311592102,1.591019
28,14,13,5,2.75991296768188,1.591019
28,14,13,6,2.52528119087219,1.591019
28,14,13,7,2.25018811225891,1.591019
28,14,13,8,2.0547080039978,1.591019
29,14,13,1,20.2233259677887,0.534132
29,14,13,2,13.4999120235443,0.534132
29,14,13,3,7.34194993972778,0.534132
29,14,13,4,5.77569007873535,0.534132
29,14,13,5,5.94965195655823,0.534132
29,14,13,6,5.09508895874023,0.534132
29,14,13,7,4.53818106651306,0.534132
29,14,13,8,4.04935193061829,0.534132
30,14,13,1,40.661031961441,0.646681
30,14,13,2,27.5305571556091,0.646681
30,14,13,3,14.8937118053436,0.646681
30,14,13,4,11.4951820373535,0.646681
30,14,13,5,11.8840880393982,0.646681
30,14,13,6,10.1062529087067,0.646681
30,14,13,7,9.03136873245239,0.646681
30,14,13,8,8.03098487854004,0.646681
26,14,14,1,2.53950595855713,0.278581
26,14,14,2,1.72526407241821,0.278581
26,14,14,3,0.942826986312866,0.278581
26,14,14,4,0.727981090545654,0.278581
26,14,14,5,0.71454906463623,0.278581
26,14,14,6,0.608609914779663,0.278581
26,14,14,7,0.568054914474487,0.278581
26,14,14,8,0.506832122802734,0.278581
27,14,14,1,5.04549503326416,0.453553
27,14,14,2,3.34867691993713,0.453553
27,14,14,3,1.82955503463745,0.453553
27,14,14,4,1.45704007148743,0.453553
27,14,14,5,1.46933889389038,0.453553
27,14,14,6,1.25697803497314,0.453553
27,14,14,7,1.11843109130859,0.453553
27,14,14,8,1.01477003097534,0.453553
28,14,14,1,10.2664761543274,1.591019
28,14,14,2,6.8734028339386,1.591019
28,14,14,3,3.6605589389801,1.591019
28,14,14,4,2.87299489974976,1.591019
28,14,14,5,2.79788708686829,1.591019
28,14,14,6,2.53235983848572,1.591019
28,14,14,7,2.25240898132324,1.591019
28,14,14,8,2.0590488910675,1.591019
29,14,14,1,20.2718758583069,0.534132
29,14,14,2,13.6492359638214,0.534132
29,14,14,3,7.42010498046875,0.534132
29,14,14,4,5.78706002235413,0.534132
29,14,14,5,5.58797597885132,0.534132
29,14,14,6,5.09106492996216,0.534132
29,14,14,7,4.54408001899719,0.534132
29,14,14,8,4.05239295959473,0.534132
30,14,14,1,40.5407128334045,0.646681
30,14,14,2,27.5070087909698,0.646681
30,14,14,3,15.0757048130035,0.646681
30,14,14,4,11.4330677986145,0.646681
30,14,14,5,11.8560738563538,0.646681
30,14,14,6,10.1440169811249,0.646681
30,14,14,7,8.99915909767151,0.646681
30,14,14,8,8.09514021873474,0.646681
26,14,15,1,2.54537296295166,0.278581
26,14,15,2,1.72007489204407,0.278581
26,14,15,3,0.936127901077271,0.278581
26,14,15,4,0.723692893981934,0.278581
26,14,15,5,0.718884944915771,0.278581
26,14,15,6,0.608352899551392,0.278581
26,14,15,7,0.568959951400757,0.278581
26,14,15,8,0.507025957107544,0.278581
27,14,15,1,5.06051898002625,0.453553
27,14,15,2,3.34104204177856,0.453553
27,14,15,3,1.81877899169922,0.453553
27,14,15,4,1.42831993103027,0.453553
27,14,15,5,1.472736120224,0.453553
27,14,15,6,1.26857781410217,0.453553
27,14,15,7,1.12400794029236,0.453553
27,14,15,8,1.02205896377563,0.453553
28,14,15,1,10.3095350265503,1.591019
28,14,15,2,6.77449488639832,1.591019
28,14,15,3,3.66990089416504,1.591019
28,14,15,4,2.88894605636597,1.591019
28,14,15,5,2.74875497817993,1.591019
28,14,15,6,2.52681708335876,1.591019
28,14,15,7,2.25360512733459,1.591019
28,14,15,8,2.05996990203857,1.591019
29,14,15,1,20.3066749572754,0.534132
29,14,15,2,13.5194900035858,0.534132
29,14,15,3,7.34588193893433,0.534132
29,14,15,4,5.78951096534729,0.534132
29,14,15,5,5.7647271156311,0.534132
29,14,15,6,5.07980513572693,0.534132
29,14,15,7,4.49774098396301,0.534132
29,14,15,8,4.04891085624695,0.534132
30,14,15,1,40.4314079284668,0.646681
30,14,15,2,27.4145379066467,0.646681
30,14,15,3,14.8576190471649,0.646681
30,14,15,4,11.5623250007629,0.646681
30,14,15,5,11.87651014328,0.646681
30,14,15,6,10.093493938446,0.646681
30,14,15,7,9.01972603797913,0.646681
30,14,15,8,7.99266314506531,0.646681
26,14,16,1,2.52390599250793,0.278581
26,14,16,2,1.71197509765625,0.278581
26,14,16,3,0.932126045227051,0.278581
26,14,16,4,0.723246097564697,0.278581
26,14,16,5,0.7150559425354,0.278581
26,14,16,6,0.610610961914062,0.278581
26,14,16,7,0.569535970687866,0.278581
26,14,16,8,0.50418496131897,0.278581
27,14,16,1,5.08550000190735,0.453553
27,14,16,2,3.34524917602539,0.453553
27,14,16,3,1.8197021484375,0.453553
27,14,16,4,1.47964096069336,0.453553
27,14,16,5,1.47105312347412,0.453553
27,14,16,6,1.26995801925659,0.453553
27,14,16,7,1.11555314064026,0.453553
27,14,16,8,1.01774907112122,0.453553
28,14,16,1,10.3044729232788,1.591019
28,14,16,2,6.74001812934875,1.591019
28,14,16,3,3.67717719078064,1.591019
28,14,16,4,2.88002920150757,1.591019
28,14,16,5,2.93397092819214,1.591019
28,14,16,6,2.49447083473206,1.591019
28,14,16,7,2.23755383491516,1.591019
28,14,16,8,2.05538415908813,1.591019
29,14,16,1,20.1770081520081,0.534132
29,14,16,2,13.6603538990021,0.534132
29,14,16,3,7.31516695022583,0.534132
29,14,16,4,5.77204394340515,0.534132
29,14,16,5,5.85795307159424,0.534132
29,14,16,6,5.04540491104126,0.534132
29,14,16,7,4.54187798500061,0.534132
29,14,16,8,4.04837107658386,0.534132
30,14,16,1,40.5630238056183,0.646681
30,14,16,2,27.4748411178589,0.646681
30,14,16,3,14.9487557411194,0.646681
30,14,16,4,11.5582330226898,0.646681
30,14,16,5,11.9378221035004,0.646681
30,14,16,6,10.1349742412567,0.646681
30,14,16,7,9.00569200515747,0.646681
30,14,16,8,8.08052206039429,0.646681
26,14,17,1,2.54202699661255,0.278581
26,14,17,2,1.71819710731506,0.278581
26,14,17,3,0.940329074859619,0.278581
26,14,17,4,0.725813865661621,0.278581
26,14,17,5,0.714516878128052,0.278581
26,14,17,6,0.611578941345215,0.278581
26,14,17,7,0.571222066879272,0.278581
26,14,17,8,0.509669065475464,0.278581
27,14,17,1,5.07092499732971,0.453553
27,14,17,2,3.40450882911682,0.453553
27,14,17,3,1.82885599136353,0.453553
27,14,17,4,1.46361589431763,0.453553
27,14,17,5,1.4678270816803,0.453553
27,14,17,6,1.26922202110291,0.453553
27,14,17,7,1.13805103302002,0.453553
27,14,17,8,1.01674389839172,0.453553
28,14,17,1,10.2718079090118,1.591019
28,14,17,2,6.80156302452087,1.591019
28,14,17,3,3.66580414772034,1.591019
28,14,17,4,2.91035795211792,1.591019
28,14,17,5,2.96295118331909,1.591019
28,14,17,6,2.57621288299561,1.591019
28,14,17,7,2.24244689941406,1.591019
28,14,17,8,2.05622601509094,1.591019
