Array length,Registers,Run,Threads,Time,Percent error
30,14,17,5,10.1812016939994,0.646681
26,14,17,6,0.580163400999993,0.278581
27,14,17,6,1.15190804200006,0.453553
28,14,17,6,2.35167734999982,1.591019
29,14,17,6,4.38627982700018,0.534132
30,14,17,6,8.57911798100031,0.646681
26,14,17,7,0.500268701000039,0.278581
27,14,17,7,1.00318669600006,0.453553
28,14,17,7,2.05736380400003,1.591019
29,14,17,7,3.95593974600024,0.534132
30,14,17,7,7.89306235599997,0.646681
26,14,17,8,0.437471771999981,0.278581
27,14,17,8,0.875253188000102,0.453553
28,14,17,8,1.79840782699989,1.591019
29,14,17,8,3.47144036399959,0.534132
30,14,17,8,6.97381043299993,0.646681
26,14,18,1,2.44261451199998,0.278581
27,14,18,1,4.88055081699997,0.453553
28,14,18,1,9.98520766499996,1.591019
29,14,18,1,19.786496105,0.534132
30,14,18,1,39.4098605580002,0.646681
26,14,18,2,1.25326127999995,0.278581
27,14,18,2,2.49982315,0.453553
28,14,18,2,4.97402023399991,1.591019
29,14,18,2,9.93527336500028,0.534132
30,14,18,2,20.1609131100004,0.646681
26,14,18,3,0.836549857000023,0.278581
27,14,18,3,1.68123704599998,0.453553
28,14,18,3,3.28472990800014,1.591019
29,14,18,3,6.55523278500004,0.534132
30,14,18,3,13.3993014839998,0.646681
26,14,18,4,0.621855089999997,0.278581
27,14,18,4,1.239311929,0.453553
28,14,18,4,2.48774000000003,1.591019
29,14,18,4,5.03119025000024,0.534132
30,14,18,4,9.8550617209994,0.646681
26,14,18,5,0.639395603000025,0.278581
27,14,18,5,1.27930314699995,0.453553
28,14,18,5,2.62599251899996,1.591019
29,14,18,5,5.05361811100011,0.534132
30,14,18,5,10.1846124889998,0.646681
26,14,18,6,0.562661313999968,0.278581
27,14,18,6,1.08165205899991,0.453553
28,14,18,6,2.23358834100009,1.591019
29,14,18,6,4.49759505800012,0.534132
30,14,18,6,8.77825007299998,0.646681
26,14,18,7,0.500546049999969,0.278581
27,14,18,7,0.993590612999924,0.453553
28,14,18,7,2.03115035400015,1.591019
29,14,18,7,3.96776514000021,0.534132
30,14,18,7,7.8609330599993,0.646681
26,14,18,8,0.441647289000002,0.278581
27,14,18,8,0.875781278999966,0.453553
28,14,18,8,1.80123761599998,1.591019
29,14,18,8,3.48655260999976,0.534132
30,14,18,8,6.97453098500046,0.646681
26,14,19,1,2.53677141399993,0.278581
27,14,19,1,5.129956666,0.453553
28,14,19,1,10.0576960860001,1.591019
29,14,19,1,20.1594055750002,0.534132
30,14,19,1,40.7263851920006,0.646681
26,14,19,2,1.24122926200005,0.278581
27,14,19,2,2.48756594600002,0.453553
28,14,19,2,4.93892880599992,1.591019
29,14,19,2,9.92250588300021,0.534132
30,14,19,2,19.9087210560001,0.646681
26,14,19,3,0.836421776999941,0.278581
27,14,19,3,1.66960827499997,0.453553
28,14,19,3,3.29453214699993,1.591019
29,14,19,3,6.57541333000017,0.534132
30,14,19,3,13.3943020590004,0.646681
26,14,19,4,0.627538293999919,0.278581
27,14,19,4,1.2385895509999,0.453553
28,14,19,4,2.47846693500014,1.591019
29,14,19,4,4.94860285699997,0.534132
30,14,19,4,9.85902819100011,0.646681
26,14,19,5,0.663772126000026,0.278581
27,14,19,5,1.26941422300001,0.453553
28,14,19,5,2.571441413,1.591019
29,14,19,5,5.08263969900008,0.534132
30,14,19,5,10.1414508709995,0.646681
26,14,19,6,0.579286535000051,0.278581
27,14,19,6,1.13490127600005,0.453553
28,14,19,6,2.27097233299992,1.591019
29,14,19,6,4.48240712400002,0.534132
30,14,19,6,9.0439371170005,0.646681
26,14,19,7,0.498233641999946,0.278581
27,14,19,7,0.983290026000077,0.453553
28,14,19,7,2.04490053199993,1.591019
29,14,19,7,3.91974405300016,0.534132
30,14,19,7,7.90487860199937,0.646681
26,14,19,8,0.439073451000013,0.278581
27,14,19,8,0.876610239000001,0.453553
28,14,19,8,1.80234520599993,1.591019
29,14,19,8,3.49159643300027,0.534132
30,14,19,8,6.98235415699946,0.646681
26,14,20,1,2.444704183,0.278581
27,14,20,1,5.06589518500004,0.453553
28,14,20,1,9.84013115900007,1.591019
29,14,20,1,20.422089832,0.534132
30,14,20,1,41.2119904370002,0.646681
26,14,20,2,1.29936528600001,0.278581
27,14,20,2,2.52092510200009,0.453553
28,14,20,2,5.13258035500007,1.591019
29,14,20,2,9.99639619199979,0.534132
30,14,20,2,20.4809179249996,0.646681
26,14,20,3,0.826281508999955,0.278581
27,14,20,3,1.67581283699997,0.453553
28,14,20,3,3.3040641460002,1.591019
29,14,20,3,6.60675300100002,0.534132
30,14,20,3,13.2956642660001,0.646681
26,14,20,4,0.619199605000063,0.278581
27,14,20,4,1.24833817299998,0.453553
28,14,20,4,2.51873117000014,1.591019
29,14,20,4,4.9519257930001,0.534132
30,14,20,4,9.8807771390002,0.646681
26,14,20,5,0.636868776000028,0.278581
27,14,20,5,1.28394449699999,0.453553
28,14,20,5,2.60473206500001,1.591019
29,14,20,5,4.62405099900025,0.534132
30,14,20,5,10.0005506669995,0.646681
26,14,20,6,0.58079730899999,0.278581
27,14,20,6,1.08890103699991,0.453553
28,14,20,6,2.33710774799988,1.591019
29,14,20,6,4.30037138299986,0.534132
30,14,20,6,8.49999888300044,0.646681
26,14,20,7,0.498484861000065,0.278581
27,14,20,7,0.98799603100008,0.453553
28,14,20,7,2.02117929500014,1.591019
29,14,20,7,3.97016579299998,0.534132
30,14,20,7,7.94048850999934,0.646681
26,14,20,8,0.442549583999948,0.278581
27,14,20,8,0.874013125999909,0.453553
28,14,20,8,1.81939472699992,1.591019
29,14,20,8,3.47727593799982,0.534132
30,14,20,8,6.9760430639999,0.646681
