Array length,Registers,Seed,Run,Threads,Time,Percent error
29,14,1,13,5,4.75621102599962,0.534132
30,14,1,13,5,10.071367814,0.646681
25,14,1,13,6,0.301393423999798,0.226281
26,14,1,13,6,0.607565482000155,0.278581
27,14,1,13,6,1.1565528379997,0.453553
28,14,1,13,6,2.53310456500003,1.591019
29,14,1,13,6,4.64890011100033,0.534132
30,14,1,13,6,9.20834684100009,0.646681
25,14,1,13,7,0.274349877999612,0.226281
26,14,1,13,7,0.551371928000208,0.278581
27,14,1,13,7,1.0830604810003,0.453553
28,14,1,13,7,2.1750346140002,1.591019
29,14,1,13,7,4.3329467349995,0.534132
30,14,1,13,7,8.642774766,0.646681
25,14,1,13,8,0.250737112000024,0.226281
26,14,1,13,8,0.483816570000272,0.278581
27,14,1,13,8,0.964228471000297,0.453553
28,14,1,13,8,1.9067044630001,1.591019
29,14,1,13,8,3.85132762000012,0.534132
30,14,1,13,8,7.63552397200056,0.646681
25,14,1,14,1,1.23181856199972,0.226281
26,14,1,14,1,2.7611340010003,0.278581
27,14,1,14,1,5.43359549300021,0.453553
28,14,1,14,1,11.054546154,1.591019
29,14,1,14,1,19.7355921369999,0.534132
30,14,1,14,1,38.8983125449995,0.646681
25,14,1,14,2,0.620042096999896,0.226281
26,14,1,14,2,1.38436916799992,0.278581
27,14,1,14,2,2.70445253600019,0.453553
28,14,1,14,2,5.4871414510003,1.591019
29,14,1,14,2,9.86782716400012,0.534132
30,14,1,14,2,19.488428093,0.646681
25,14,1,14,3,0.423830901999736,0.226281
26,14,1,14,3,0.889917968000191,0.278581
27,14,1,14,3,1.85576797699969,0.453553
28,14,1,14,3,3.71385393499986,1.591019
29,14,1,14,3,6.52571782300038,0.534132
30,14,1,14,3,12.9599846310002,0.646681
25,14,1,14,4,0.317193342999872,0.226281
26,14,1,14,4,0.683472507000261,0.278581
27,14,1,14,4,1.36213310999983,0.453553
28,14,1,14,4,2.76927225200006,1.591019
29,14,1,14,4,5.37887640500048,0.534132
30,14,1,14,4,9.73454218400002,0.646681
25,14,1,14,5,0.322046213999784,0.226281
26,14,1,14,5,0.669371506000061,0.278581
27,14,1,14,5,1.2731563289999,0.453553
28,14,1,14,5,2.79885824200028,1.591019
29,14,1,14,5,5.2331258940003,0.534132
30,14,1,14,5,10.3941156380006,0.646681
25,14,1,14,6,0.297923629999786,0.226281
26,14,1,14,6,0.598565933999907,0.278581
27,14,1,14,6,1.17443380299983,0.453553
28,14,1,14,6,2.35289233899994,1.591019
29,14,1,14,6,4.46302295400073,0.534132
30,14,1,14,6,9.14846165900053,0.646681
25,14,1,14,7,0.26978452900039,0.226281
26,14,1,14,7,0.546638266000173,0.278581
27,14,1,14,7,1.08520600800011,0.453553
28,14,1,14,7,2.16680557799964,1.591019
29,14,1,14,7,4.33690124199984,0.534132
30,14,1,14,7,8.48506839399943,0.646681
25,14,1,14,8,0.251236486999915,0.226281
26,14,1,14,8,0.491162296000311,0.278581
27,14,1,14,8,0.962631539000085,0.453553
28,14,1,14,8,1.93623713200031,1.591019
29,14,1,14,8,3.80011332199956,0.534132
30,14,1,14,8,7.59293655700003,0.646681
25,14,1,15,1,1.21074498600001,0.226281
26,14,1,15,1,2.76158171799989,0.278581
27,14,1,15,1,5.42291423000006,0.453553
28,14,1,15,1,11.1300448229999,1.591019
29,14,1,15,1,19.3915429049994,0.534132
30,14,1,15,1,38.8641892249998,0.646681
25,14,1,15,2,0.622962331000053,0.226281
26,14,1,15,2,1.30271304600001,0.278581
27,14,1,15,2,2.73700955199956,0.453553
28,14,1,15,2,5.46315382800003,1.591019
29,14,1,15,2,9.74180422099926,0.534132
30,14,1,15,2,19.4170071030003,0.646681
25,14,1,15,3,0.416187175999767,0.226281
26,14,1,15,3,0.873511221999706,0.278581
27,14,1,15,3,1.84356500299964,0.453553
28,14,1,15,3,3.65209191400027,1.591019
29,14,1,15,3,6.58430165900063,0.534132
30,14,1,15,3,12.9863262080007,0.646681
25,14,1,15,4,0.419095428999753,0.226281
26,14,1,15,4,0.650553781000326,0.278581
27,14,1,15,4,1.40557301299987,0.453553
28,14,1,15,4,2.75231977000021,1.591019
29,14,1,15,4,4.92215967999982,0.534132
30,14,1,15,4,12.7808011260004,0.646681
25,14,1,15,5,0.322903171000235,0.226281
26,14,1,15,5,0.660417782999957,0.278581
27,14,1,15,5,1.30129343599992,0.453553
28,14,1,15,5,2.44870107500037,1.591019
29,14,1,15,5,4.92626482600008,0.534132
30,14,1,15,5,10.0082740729995,0.646681
25,14,1,15,6,0.298354183999891,0.226281
26,14,1,15,6,0.58953306300009,0.278581
27,14,1,15,6,1.18636345599998,0.453553
28,14,1,15,6,2.35500291400012,1.591019
29,14,1,15,6,4.55560249500013,0.534132
30,14,1,15,6,9.26652914900023,0.646681
25,14,1,15,7,0.274875039000108,0.226281
26,14,1,15,7,0.549868194000283,0.278581
27,14,1,15,7,1.08104141600006,0.453553
28,14,1,15,7,2.16955526899983,1.591019
29,14,1,15,7,4.20248728699971,0.534132
30,14,1,15,7,8.54092737300016,0.646681
25,14,1,15,8,0.254805330999716,0.226281
26,14,1,15,8,0.492182165999566,0.278581
27,14,1,15,8,0.953162514999804,0.453553
28,14,1,15,8,1.90022525199993,1.591019
29,14,1,15,8,3.85312047300067,0.534132
30,14,1,15,8,7.53988098199989,0.646681
25,14,1,16,1,1.22126845699995,0.226281
26,14,1,16,1,2.80841234299987,0.278581
27,14,1,16,1,5.48486216299989,0.453553
28,14,1,16,1,10.9021156000003,1.591019
29,14,1,16,1,19.4148435790003,0.534132
30,14,1,16,1,38.7172649129998,0.646681
25,14,1,16,2,0.621322827999848,0.226281
26,14,1,16,2,1.39415095999993,0.278581
27,14,1,16,2,2.72981040600007,0.453553
28,14,1,16,2,5.10322190599982,1.591019
29,14,1,16,2,9.82677996000075,0.534132
30,14,1,16,2,19.4784451659998,0.646681
25,14,1,16,3,0.415038023999841,0.226281
26,14,1,16,3,0.923842450999928,0.278581
27,14,1,16,3,1.86661303500023,0.453553
28,14,1,16,3,3.68563308400007,1.591019
29,14,1,16,3,6.53857941299975,0.534132
30,14,1,16,3,12.9976517499999,0.646681
25,14,1,16,4,0.314619831000073,0.226281
26,14,1,16,4,0.694220846999997,0.278581
27,14,1,16,4,1.39861222599984,0.453553
28,14,1,16,4,2.75816776300053,1.591019
29,14,1,16,4,4.90488346399979,0.534132
30,14,1,16,4,9.77130474400019,0.646681
25,14,1,16,5,0.305992020999838,0.226281
26,14,1,16,5,0.625929670999994,0.278581
27,14,1,16,5,1.30011352100018,0.453553
28,14,1,16,5,2.49973538199993,1.591019
29,14,1,16,5,4.88836690400058,0.534132
30,14,1,16,5,9.87579316199935,0.646681
25,14,1,16,6,0.301869152000108,0.226281
26,14,1,16,6,0.606536380999842,0.278581
27,14,1,16,6,1.15028981000023,0.453553
28,14,1,16,6,2.29493966300015,1.591019
29,14,1,16,6,4.65814110700012,0.534132
30,14,1,16,6,9.32522857000004,0.646681
25,14,1,16,7,0.263820943000155,0.226281
26,14,1,16,7,0.541187098999671,0.278581
27,14,1,16,7,1.08461334399999,0.453553
28,14,1,16,7,2.16599041900008,1.591019
29,14,1,16,7,4.27137095600028,0.534132
30,14,1,16,7,8.30702952299998,0.646681
25,14,1,16,8,0.245287037999788,0.226281
26,14,1,16,8,0.487649496000358,0.278581
27,14,1,16,8,0.975507904000096,0.453553
28,14,1,16,8,1.90229076499963,1.591019
29,14,1,16,8,3.80085572299959,0.534132
30,14,1,16,8,7.55963080699985,0.646681
25,14,1,17,1,1.22233952799979,0.226281
26,14,1,17,1,2.79646004400001,0.278581
27,14,1,17,1,5.4910076340002,0.453553
28,14,1,17,1,10.8825402599996,1.591019
29,14,1,17,1,19.4171373749996,0.534132
30,14,1,17,1,38.7402340250001,0.646681
25,14,1,17,2,0.613757498000268,0.226281
26,14,1,17,2,1.39369260000012,0.278581
27,14,1,17,2,2.55943068999977,0.453553
28,14,1,17,2,5.45745171399994,1.591019
29,14,1,17,2,9.81672585300021,0.534132
30,14,1,17,2,19.5048120379997,0.646681
25,14,1,17,3,0.419715342000018,0.226281
26,14,1,17,3,0.897089975999734,0.278581
27,14,1,17,3,1.78105160799987,0.453553
28,14,1,17,3,3.73608479100039,1.591019
29,14,1,17,3,6.51942708800016,0.534132
30,14,1,17,3,12.955080408,0.646681
25,14,1,17,4,0.322570281000026,0.226281
26,14,1,17,4,0.648237835000145,0.278581
27,14,1,17,4,1.41285045799987,0.453553
28,14,1,17,4,3.47904570599985,1.591019
29,14,1,17,4,4.91975435299992,0.534132
30,14,1,17,4,9.72810669699993,0.646681
25,14,1,17,5,0.322514922000209,0.226281
26,14,1,17,5,0.62407216299971,0.278581
27,14,1,17,5,1.33796359400003,0.453553
28,14,1,17,5,2.75872680900011,1.591019
29,14,1,17,5,4.73360599999978,0.534132
30,14,1,17,5,9.80347008700028,0.646681
25,14,1,17,6,0.298729934000221,0.226281
26,14,1,17,6,0.602944620000017,0.278581
27,14,1,17,6,1.1779304239999,0.453553
28,14,1,17,6,2.36809702000028,1.591019
29,14,1,17,6,4.51317523399939,0.534132
30,14,1,17,6,9.11240482999983,0.646681
25,14,1,17,7,0.272442142000273,0.226281
26,14,1,17,7,0.554036271000314,0.278581
27,14,1,17,7,1.08614259200021,0.453553
28,14,1,17,7,2.15128721500059,1.591019
29,14,1,17,7,4.39863971500017,0.534132
30,14,1,17,7,8.48939105600039,0.646681
25,14,1,17,8,0.24191345700001,0.226281
26,14,1,17,8,0.485915916999602,0.278581
27,14,1,17,8,0.970025758999782,0.453553
28,14,1,17,8,1.9394832450007,1.591019
29,14,1,17,8,3.7890048420004,0.534132
30,14,1,17,8,7.63917007700002,0.646681
25,14,1,18,1,1.21591527100009,0.226281
26,14,1,18,1,2.73150971399991,0.278581
27,14,1,18,1,5.50896451100016,0.453553
28,14,1,18,1,11.0481960429997,1.591019
29,14,1,18,1,19.3697165619997,0.534132
30,14,1,18,1,38.9279106429994,0.646681
25,14,1,18,2,0.618492162000166,0.226281
26,14,1,18,2,1.37686566899993,0.278581
27,14,1,18,2,2.72829758899979,0.453553
28,14,1,18,2,5.4533885790006,1.591019
29,14,1,18,2,9.84121196399974,0.534132
30,14,1,18,2,19.4534525670006,0.646681
25,14,1,18,3,0.422269367999888,0.226281
26,14,1,18,3,0.93419190700024,0.278581
27,14,1,18,3,1.83810484900005,0.453553
28,14,1,18,3,3.58530957400035,1.591019
29,14,1,18,3,6.51527264499964,0.534132
30,14,1,18,3,12.9730211549995,0.646681
25,14,1,18,4,0.328022636000242,0.226281
26,14,1,18,4,0.880143792999661,0.278581
27,14,1,18,4,1.35341591299994,0.453553
28,14,1,18,4,2.75766259000011,1.591019
29,14,1,18,4,4.92807385499964,0.534132
30,14,1,18,4,9.70084795000002,0.646681
25,14,1,18,5,0.302199569000095,0.226281
26,14,1,18,5,0.652458593000119,0.278581
27,14,1,18,5,1.2216550459998,0.453553
28,14,1,18,5,2.79177489499943,1.591019
29,14,1,18,5,5.14297370999975,0.534132
30,14,1,18,5,10.2057935909997,0.646681
25,14,1,18,6,0.311911211999814,0.226281
26,14,1,18,6,0.574254186999951,0.278581
27,14,1,18,6,1.16871364300005,0.453553
28,14,1,18,6,2.29310566299955,1.591019
29,14,1,18,6,4.48589591200016,0.534132
30,14,1,18,6,9.12559335999958,0.646681
25,14,1,18,7,0.273327633000008,0.226281
26,14,1,18,7,0.55266181099978,0.278581
27,14,1,18,7,1.09035397200023,0.453553
28,14,1,18,7,2.13764567900034,1.591019
29,14,1,18,7,4.326672057,0.534132
30,14,1,18,7,8.6786319769999,0.646681
25,14,1,18,8,0.24975537399996,0.226281
26,14,1,18,8,0.488410297999962,0.278581
27,14,1,18,8,0.970019131000299,0.453553
28,14,1,18,8,1.91044734099978,1.591019
29,14,1,18,8,3.8591660560005,0.534132
30,14,1,18,8,7.60242905599989,0.646681
25,14,1,19,1,1.21485014200016,0.226281
26,14,1,19,1,2.7729535110002,0.278581
27,14,1,19,1,5.58581550200006,0.453553
28,14,1,19,1,10.8306809640007,1.591019
29,14,1,19,1,19.5037137720001,0.534132
30,14,1,19,1,38.8097375840007,0.646681
25,14,1,19,2,0.617217255000014,0.226281
26,14,1,19,2,1.38786113900005,0.278581
27,14,1,19,2,2.78114596799969,0.453553
28,14,1,19,2,5.23816103100035,1.591019
29,14,1,19,2,9.79755437499989,0.534132
30,14,1,19,2,19.4249282629999,0.646681
25,14,1,19,3,0.417209660000026,0.226281
26,14,1,19,3,0.902772798000115,0.278581
27,14,1,19,3,1.86534543800008,0.453553
28,14,1,19,3,3.67769656900055,1.591019
29,14,1,19,3,6.55075898499945,0.534132
30,14,1,19,3,13.0464638399999,0.646681
25,14,1,19,4,0.319389753999985,0.226281
26,14,1,19,4,0.876119166999615,0.278581
27,14,1,19,4,1.39231775400003,0.453553
28,14,1,19,4,2.78733547499996,1.591019
29,14,1,19,4,4.91394838900032,0.534132
30,14,1,19,4,9.74406474499938,0.646681
25,14,1,19,5,0.328183309999986,0.226281
26,14,1,19,5,0.61740173599992,0.278581
27,14,1,19,5,1.41385998199985,0.453553
28,14,1,19,5,2.62135695199959,1.591019
29,14,1,19,5,4.81461194799977,0.534132
30,14,1,19,5,9.677220949,0.646681
25,14,1,19,6,0.299205130999781,0.226281
26,14,1,19,6,0.6110472080004,0.278581
27,14,1,19,6,1.1700544270002,0.453553
28,14,1,19,6,2.35795276499994,1.591019
29,14,1,19,6,4.57493636500021,0.534132
30,14,1,19,6,9.06369501699919,0.646681
25,14,1,19,7,0.270551053999952,0.226281
26,14,1,19,7,0.538119828000163,0.278581
27,14,1,19,7,1.09315854800025,0.453553
28,14,1,19,7,2.1660908620006,1.591019
29,14,1,19,7,4.41493012000046,0.534132
30,14,1,19,7,8.39171139799964,0.646681
25,14,1,19,8,0.244554702999721,0.226281
26,14,1,19,8,0.483252669000194,0.278581
27,14,1,19,8,0.95709703600005,0.453553
28,14,1,19,8,1.93430429099953,1.591019
29,14,1,19,8,3.80100063500049,0.534132
30,14,1,19,8,7.67010126599962,0.646681
25,14,1,20,1,1.21690028400008,0.226281
26,14,1,20,1,2.69755800899975,0.278581
27,14,1,20,1,5.58275994799988,0.453553
28,14,1,20,1,10.8068637659999,1.591019
29,14,1,20,1,19.39786929,0.534132
30,14,1,20,1,38.8344860990001,0.646681
25,14,1,20,2,0.623031532999903,0.226281
26,14,1,20,2,1.38162432199988,0.278581
27,14,1,20,2,2.78038263999997,0.453553
28,14,1,20,2,5.41599697499987,1.591019
29,14,1,20,2,9.72552330899998,0.534132
30,14,1,20,2,19.4292384829996,0.646681
25,14,1,20,3,0.418788447000225,0.226281
26,14,1,20,3,0.90916266999966,0.278581
27,14,1,20,3,1.83119323600022,0.453553
28,14,1,20,3,3.71604108200063,1.591019
29,14,1,20,3,6.57474455500051,0.534132
30,14,1,20,3,12.9400217439998,0.646681
25,14,1,20,4,0.313777210999888,0.226281
26,14,1,20,4,0.674158826999701,0.278581
27,14,1,20,4,1.32917458700013,0.453553
28,14,1,20,4,2.76843724799983,1.591019
29,14,1,20,4,4.96857712600013,0.534132
30,14,1,20,4,9.73469941099938,0.646681
25,14,1,20,5,0.305501995000213,0.226281
26,14,1,20,5,0.625943100999848,0.278581
27,14,1,20,5,1.28009173999999,0.453553
28,14,1,20,5,2.45607448800001,1.591019
29,14,1,20,5,4.78429224299998,0.534132
30,14,1,20,5,9.84400858699973,0.646681
25,14,1,20,6,0.284213856999941,0.226281
26,14,1,20,6,0.639895643000273,0.278581
27,14,1,20,6,1.18903628099997,0.453553
28,14,1,20,6,2.28742824199981,1.591019
29,14,1,20,6,4.46664994000002,0.534132
30,14,1,20,6,9.30952972299929,0.646681
25,14,1,20,7,0.277531313000054,0.226281
26,14,1,20,7,0.542260504000296,0.278581
27,14,1,20,7,1.04434734899996,0.453553
28,14,1,20,7,2.20760887000051,1.591019
29,14,1,20,7,4.28755719499986,0.534132
30,14,1,20,7,8.42962876799993,0.646681
25,14,1,20,8,0.249047593999876,0.226281
26,14,1,20,8,0.48455933699961,0.278581
27,14,1,20,8,0.952817847000006,0.453553
28,14,1,20,8,1.929709946,1.591019
29,14,1,20,8,3.79015159600021,0.534132
30,14,1,20,8,7.63313217199993,0.646681
